File Name,Extracted Text
Dialog 2-2 from Vkontakte.jpg,"Разговаривают две подруги.
Первая: Ох, тебе, моя хорошая,
давно замуж пора, а то
засиделась в девках.
Вторая: Знаю, но никак не
получается. Все думаю о Пете.
Первая: О моем?????
Вторая: Да, как представлю, что
попадается такой же придурок,
страшно становится.....
14:55
Напиши номер телефона,
созвонимся, поболтаем, точно
будет весело. А то писать
долго)))
Сообщение
III
14:56
14:55"
Conversation Start Example.jpg,"Oleg Tseberg
online O
Yesterday, 24 August
Привет, не против общения и
тд?)
02:28
Привет. И тд? А как ты меня
нашёл?
02:37
Сори уснул, ну да, как общение
пойдёт) да в вк лазил, решил
написать
Как спалось?)
11:07
11:07
итомп
Хорошо. Мне странно общаться
с человеком с закрытым
профилем
Да у меня тут фоток нет, есть
инста, если ты об этом
11:09
Фотки, подписки. А то ты ме
видишь, а я тебя нет. Это ка
нечестно)
Your message
Oleg Tseberg
online O
видишь, а я тебя нет. Это как-то
нечестно)
Может в друзья добавлю,
хорошо?
11:10
11:10
Ок
11:10
И правда ничего нет, смотри-ка)
Не любитель как то фоткаться
11:12
Эмм, ну да 11:13
11:08
Чем занимаешься
11:13
11:12
Бывает 11:12
итомп
Собираюсь готовить сырники на
завтрак. Любишь сырники?
11:13
Это с творогом?
11:15
11-10
@ Your message"
photo_14@31-03-2024_18-45-15.jpg,"BMCCIE CIOCUM
Потом надо будет сушить волосы, и мне
18:35
тоже будет лень
18:37
вызываю ветер, сушка волос - бесплатно
18:39
У меня мама вчера помыла и высушила
волосы за 11 минут
Я только 20 минут их мою
18:40
18:40
я тебя запишу на мастер-класс по сушке
волос, видать так мамин рекорд побьешь
Хахахаххахахахахахха 18:41
18:41/
Ладно, я уже умыла лицо 18:42
Думаю, что включить фоном, чтобы мозг
расслабить
18:42
включай мой голос 18:43 //
(3
точно расслабишься
8
Непрочитанные сообщения
3
18:43
Ладно, я напишу, как выйду из душа 18:43
18:43"
Dialog 2-1 from Vkontakte.jpg,"Непрочитанные сообщения
Добрый день. Как дела? 14:53
Наверное, добрый. Норм. Как
твои?
14:53
Уже отлично, ты мне ответила,
а и не надеялся, что такая
обворожительная девушка
найдет для меня пару минут.
Чем занимаешься?
14:53
В инете зависаю, скучно. 1453
Может я смогу тебя
развеселить?! Хочешь анекдот?
14:54
Давай. 1454"
Girl chat examples.jpg,"Назад
Serge
Назад
Serge
Ну вот такая жизни 19:27
есть
Да уж, не каждую даму
19:28 устроит
Как то не правильно это
А так, конечно желание
Неужели нельзя день
19:14 взять
Целый день пока сложно,
19:14
19:29 все
так как я в городских кв 19:15
Согласен, но вот пока
19:15 Печально
такие недостатки у меня 19:30
Непонятны мне конечно
19:16 Значит в субботу давай
19:30 эти тайны
Хорошо 19:16
Ну раньше и мне
непонятно было 19:34
19:16 Где?
Кто-то обещала меня
кормить япометр.
Отпр.
• Перезагрузка
Отпр.
19:39. Ну так объясни
Периметр.
• Перезагрузка"
photo_18@16-04-2024_21-52-38.jpg,"21:45
TELEGRAM
30
0:16
TELEGRAM
21:29
VIBE
bot
16 апреля
CHIDIT TEKERCEDESHER KEK DAYS
медведь пойман....
0:02
ПРОЖАРЬ МЕНЯ
4. Сообщить об ошибке
VIBE
медведь пойман
Первая фраза
2128
В сети
T
62
Сегодня 21:28
Кинь потом 21:28/
VIDE
Вайб друг с другом
CAVE
21:28
а ты часто так легко общаешься
с девушками, или я особенный
случай?
2129
а может я и правда медведя
завалила?
а ты чем
занимался сегодня? расскажи, как
прошел твой день!
21:29
Menu
Message
21:29
Ну кстати 21:30
Норм даже 21:30
Передавай респект 21:30
Создателям 21:30
Ты мне через этот чат писал?
Ахаххахахахахахах 21:30
@
Сообщение
о"
Conversation starters VK (1).png,"сегодня в 0:07
значит беру я эту суку за ляшки.......
10:23
0:07
Щито? Оо
0:08
ну я должен же был как то необычно
начать разговор
0:09
0:08
Ааа... Ясно) а я-то уж подумала))
о чём же ты подумала, пошлячка?
0:09
Не знаю С:
0:09
+ Написать сообщение
Отпр.
pikabu.ru"
Alice Tinder Conversations (6).png,"и какая же у тебя любимая песня?
Зависит от настроения. Люблю мелодичную
музыку. Например, Queen. Но иногда и
Megadeth могу завести.
Какие планы на сегодня?
Хорошее занятие, может поиграем?
В прятки!
и какая же у тебя любимая песня?)
Зависит от настроения. Люблю
мелодичную музыку. Например, Queen.
Но иногда и Мegadeth могу завести.
Сегодня 12:12
ПОНЯТНО
понятно
Никаких
ВО ЧТО
Никаких
а что?
Во что
Какие планы на сегодня?
Хорошее занятие, может поиграем?
В прятки!
каким образом?)
каким образом?)
Руками!
а по конкретней?)
а по конкретней?)
Тогда какой это будет сюрприз, если я всё
расскажу?
Руками!
Тогда какой это будет сюрприз, если я
всё расскажу?
аа, точно,
аа, точно,"
photo_23@24-04-2024_09-36-21.jpg,"1. Точка А - переписки были стандартными, хоть я старался
разбавлять их вопросами, но было ощущение, что девушкам
не интересно и они супер отстраненно на все отвечают. Были
встречи после обычных переписок, но без крутых эмоций,
будто встретились два совсем незнакомых человека и после
встречи такими же и остались
2. Точка Б - переписки оживились и я увидел интерес со
стороны девушек, неприглядный интерес. Конечно, если бы я
добавлял голосовые и кружочки эффект был бы еще круче, но
этого уже вполне достаточно. Обручи, выстраивание мощного
мужского фрейма : «Деточка, я тут главный и ты будешь рада
передать мне бразды правления» - все это очень круто
работает. Пример, за день было 2 свидания с реально
красивыми девочками. Первая не понравилась, ну и пошла
она, вечером закрыл вторую и она уже в постели.
3. Очень часто, так как была по началу цель «задолбать» бот
чтобы понимать все фишки и просто потом уже самому их
использовать. Последнее обновление очень крутое и по сути
ускоряет знакомство, то есть ии за тебя понимает на каком
этапе сейчас и как приблизиться к цели. Денежные средства
окупились, ии будущее, разрабам низкий поклон)
14:35"
Znakomstvo VK Perepiska 1.jpg,"Андрей 12:46
Привет! Меня зовут Андрей. Не смог пройти мимо твоего
профиля, ты такая очаровательная. Увидел у тебя фото
клевого пса, любишь собак?"
photo_11@13-03-2024_22-59-43.jpg,"21:29
У меня как будто овуляция круглый
месяц
>"
photo_17@16-04-2024_21-52-38.jpg,"21:36
TELEGRAM
...
65
30
Да!!! 21:13
был(а) недавно
Сегодня
Блатной никнейм заняла 21:01
В первый день заняла, как их в телеге
ввели
21:13
Настоящая пионерка... 21:26/
Я кстати знаю кое что получше чат гпт
для остроумных ответов
21:26
Так 21:26
И что же это?
21:26
https://t.me/adamgame_bot?
start=308309666
Telegram
VIBE
Кидай скриншоты - получай
креативные ответы, которые
приводят к свиданиям
Поддержка: @vibe_helper
Отзывы: @vibe_react
Сообщение
VIBE
21:27
||||.\\//\\///////../|\.\\. >А
0:10
А
21:27/
の"
Communication Templates with Girl 29 (1).jpg,"21:40 Знаешь, я хотел у тебя спросить кое что важно
ну, слушаю 21:42
ec
21:44
21:40
E
21:44
А ты мне честно ответишь?
21:44
Только пойми, это очень серьезно
окей 21:44
21:45 Отнестись нужно оооочень серьезно
да говори давай 21:45
21:45
Да реще говори
Точно готова?? Назад пути уже не будет
21:46
21:46 У тебя есть пакет для пакетов?
иди ты в пень)
21:46
pikebu.ru"
photo_15@09-04-2024_14-03-03.jpg,"Ping a bitchy girl. We've been teasing/
push-pulling each other with voice messages.
Then i sent an agressive joke she didn't even
read for about 1 week already.
Робот Алексей
Ping a bitchy girl. We've been teasing/push-pul...
15:54
Opener
Qualification
Intima
Attraction
Comfort
15:54
скучал по нашим баталиям 15:54
= Меню
• Сообщение
00
00"
Alice Tinder Messages (2).png,"Привет) познакомимся?)
Конечно, давайте... Как вас зовут?
Я Антон, мне 23 года, работаю детским
хореографом, девушки нет, жены и детей
тоже
Скукотень. Давайте что-нибудь другое
обсудим.
Сегодня 09:40
Привет) познакомимся?)
Конечно, давайте... Как вас зовут?
Я Антон, мне 23 года, работаю детским
хореографом, девушки нет, жены и
детей тоже
Скукотень. Давайте что-нибудь другое
обсудим.
Может, например, о кино?
Например?
Например?
Может, например, о кино?
Можно и о кино
Какие жанры тебе нравятся?
Аббатство Даунтон
Не смотрел ни разу
Можно и о кино. Какие жанры тебе нравятся?
Аббатство Даунтон
Не смотрел ни разу. У меня если честно не
так много времени что бы смотреть сериалы)
Вы многое теряете
У меня если честно не так много
времени что бы смотреть сериалы)
Вы многое теряете
Почему ты со мной на «вы»?))
Почему ты со мной на «вы»?))
Это я так выражаю свои эмоции, когда
смеюсь!
Это я так выражаю свои эмоции, когда
смеюсь!
Интересно
Интересно
Хвалите меня почаще, мне приятно.
Хвалите меня почаще, мне приятно.
Ты забавная, мне это нравится)
Ты забавная, мне это нравится)
Спасибо, сочту это за комплимент.
Отправлено"
Original Message Examples.png,"Анастасия •
пишет...
Я не так давно эти посты
написал )
Так дело в том, что то, что
есть у мужчины и есть часть
мужчины.)
Недавно встреча была.
Приезжает на солярисе
мужчина. Ну ок. Вторая
встреча - приезжает на ренже.
Это,
Тонировка, всё такое
Говорю - как так? Ну,
обстоятельства может
А это, говорит он, чтоб девушки
на деньги не велись
И правильно говорит"
Chat examples VK (1).jpeg,"Ваай 19:10
19:09 В понедельник буду
19:10 Ура ураа
Это просто суперская
Новость!
19:10
19:11 Дааа хочу хочу увидеть тебя
Задушу тебя в объятиях
19:11
19:13 А я вообще убью тебя
Алтыным
19:13
19:13
19:13
Джаным"
photo_22@24-04-2024_09-28-58.jpg,"1. С онлайн-знакомствами вообще был далек, так как начинал
все это дело сразу с живых. По поводу переписок все было
плохо, так как коммуницировал в основном опять же таки
вживую. То есть, полный ноль.
Выглядели они по типу «вашей маме зять не нужен?)))))»
2. При использовании Вайба, возросло качество переписок,
удавалось закрывать посредством данного инструментария
дев практически же в первую встречу. Вот вчера даже была
свиданка, уже договорились на секс, но она в последний
момент говорит «я передумала». Это, конечно, единственный
случай
-
3. Вайбом я пользуюсь еще с прошлого названия Адам. Тогда
он был сырой, но постоянно обновлялся — улучшалось
качество подачи контента. По поводу окупа денежных средств
— уже давно окупились, так как я практически не трачу на
даму: кальян есть, вино обычно у меня дома стоит бутылками,
- это можно сказать «бесплатный сыр» без
-
а остальное
-
мышеловки)))
14:26
Можно сказать, что я олдфаг 14:27
С момента открытия его 14:27"
photo_10@06-03-2024_16-23-05.jpg,"Просмотрено
Домой?
Так сразу?
Если ты не кусаешься, можно
подумать, я то точно не их таких
А я кусаюсь
интересно, у тебя зубы как у
вампира или как у котенка
Просмотрено
Просмотрено
Хочешь проверить?
только если ты обещаешь не
превратить меня в вампира
Просмотрено
Обещать не буду) но я буду нежно"
2338755341.jpg,"ЕСЛИ ТЫ ТРОГАЕШЬ МОЮ БОРОДУ БЕЗ РАЗРЕШЕНИЯ,
Я БЕЗ РАЗРЕШЕНИЯ ТРОГАЮ ТВОИ СИСЬКИ"
Start conversation VK.jpg,"Добрый день Виктория
16:56
А ты Вика не ушиблась 16:57
?
16:57
17:02 Добрый
17:02 В каком смысле?
В смысле пока ты ангелочек
спускалась с небес на
землю, ведь девушка такой
необъятной красоты как у
тебя явно Ангел
17:09"
